review_id,content,sentiment_label,sentiment_score,bank,themes,spacy_keywords,processed_text
21,wow,positive,0.1,Commercial Bank of Ethiopia,['Other'],[],wow
22,nice,positive,0.6,Commercial Bank of Ethiopia,['Other'],['nice'],nice
23,you are the reason why i got ye chogara himem,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['reason'],reason get ye chogara himem
24,it is so smart app i recommend it for everyone,positive,0.21428571428571427,Commercial Bank of Ethiopia,['Other'],"['smart', 'app', 'recommend']",smart app recommend
25,absolutely right,positive,0.2857142857142857,Commercial Bank of Ethiopia,['Other'],[],absolutely right
26,mid application it's so annoying,negative,-0.4,Commercial Bank of Ethiopia,['Other'],"['mid', 'application', 'annoying']",mid application annoying
27,I used morethan one year,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],morethan year
28,no word can explane about this app it is nice 👍👍👍👍👍,positive,0.6,Commercial Bank of Ethiopia,['Other'],"['word', 'explane', 'app', 'nice']",word explane app nice
29,"It's great app,I love this app",positive,0.65,Commercial Bank of Ethiopia,['Other'],"['great', 'app', 'love', 'app']",great app love app
30,suckkkks,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],suckkkks
31,not allowing to transfer and showing current statement updates.,neutral,0.0,Commercial Bank of Ethiopia,"['Transaction Performance', 'Feature Requests']","['allow', 'transfer', 'current', 'statement', 'update']",allow transfer show current statement update
32,I love you this app,positive,0.5,Commercial Bank of Ethiopia,['Other'],[],love app
33,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",positive,0.3666666666666667,Commercial Bank of Ethiopia,['Feature Requests'],"['convenient', 'app', 'thank', 'dedication', 'bank', 'provide', 'good', 'option', 'cuatomer']",fast convenient app thank dedication bank provide good option cuatomer
34,make life easy,positive,0.43333333333333335,Commercial Bank of Ethiopia,['Other'],"['life', 'easy']",life easy
35,securr,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],securr
36,My most optional bank,positive,0.5,Commercial Bank of Ethiopia,['Other'],[],optional bank
37,5 star,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],star
38,it is fantastic app.,positive,0.4,Commercial Bank of Ethiopia,['Other'],"['fantastic', 'app']",fantastic app
39,sifen,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['sifen'],sifen
40,i like this√,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],like
41,Ok,positive,0.5,Commercial Bank of Ethiopia,['Other'],[],ok
42,ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,neutral,0.0,Commercial Bank of Ethiopia,"['Account Access Issues', 'Feature Requests']","['app', 'update', 'ወይንም', 'cache', 'app', 'ለምንድነዉ', 'ደግመን', 'login', 'restrict', 'ከፍለን']",ጥሩ app ነዉ የኔ የግል update ወይንም cache clean app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን
43,"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",neutral,-0.019047619047619056,Commercial Bank of Ethiopia,"['Customer Support', 'Feature Requests']","['app', 'pay', 'beneficiary', 'option', 'disable', 'android', 'user', 'user', 'restriction', 'android', 'user', 'treat', 'second', 'class', 'customer', 'app', 'service', 'experience', 'kind', 'platform', 'bias', 'unacceptable', 'feature', 'transparent', 'limit', 'functionality', 'feel', 'unfair', 'frustrating']",seriously go app pay beneficiary option completely disabled android user ios user access restriction android user treat like second class customer app service clearly experience kind platform bias unacceptable feature transparent limit functionality right feel unfair frustrating
44,Like,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],like
45,Nice and very useful app i like it!,positive,0.54375,Commercial Bank of Ethiopia,['Other'],"['nice', 'useful', 'app']",nice useful app like
46,smart app,positive,0.21428571428571427,Commercial Bank of Ethiopia,['Other'],"['smart', 'app']",smart app
47,sync problem may 22 2025 but the date stack on may 8 2025 help pls,neutral,0.0,Commercial Bank of Ethiopia,['Customer Support'],"['sync', 'problem', 'date', 'stack', 'help', 'pls']",sync problem date stack help pls
48,cbe is my choice,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['choice'],cbe choice
49,Awesome,positive,1.0,Commercial Bank of Ethiopia,['Other'],['awesome'],awesome
50,I am not able to transfer. The app is not responding,negative,-0.25,Commercial Bank of Ethiopia,['Transaction Performance'],"['able', 'transfer', 'app', 'respond']",able transfer app respond
51,Very convenient App,positive,0.2,Commercial Bank of Ethiopia,['Other'],"['convenient', 'app']",convenient app
52,excellent but sometimes can not connect,positive,1.0,Commercial Bank of Ethiopia,['Other'],"['excellent', 'connect']",excellent connect
53,wow apk,positive,0.1,Commercial Bank of Ethiopia,['Other'],['apk'],wow apk
54,best 100 %,positive,1.0,Commercial Bank of Ethiopia,['Other'],[],well
55,bad app,negative,-0.6999999999999998,Commercial Bank of Ethiopia,['Other'],"['bad', 'app']",bad app
56,best app,positive,1.0,Commercial Bank of Ethiopia,['Other'],"['good', 'app']",good app
57,nice app,positive,0.6,Commercial Bank of Ethiopia,['Other'],"['nice', 'app']",nice app
58,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,positive,0.2222222222222222,Commercial Bank of Ethiopia,['Other'],"['app', 'glitche', 'stop', 'load', 'decent', 'connection', 'clear', 'cache', 'telebirr']",app constantly glitche will stop load despite have decent connection clear cache telebirr way well
59,I can't access it properly I think it needs update,neutral,0.0,Commercial Bank of Ethiopia,"['Account Access Issues', 'Feature Requests']","['access', 'think', 'need', 'update']",access properly think need update
60,not Refresh,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],refresh
61,your statement is not used as wanted,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['statement', 'want']",statement want
62,good very good,positive,0.8049999999999999,Commercial Bank of Ethiopia,['Other'],"['good', 'good']",good good
63,this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,positive,0.18148148148148147,Commercial Bank of Ethiopia,['Other'],"['absolute', 'trash', 'wake', 'time', 'server', 'datum', 'internet', 'steal', 'work', 'use', 'work', 'datum', 'package', 'trash', 'send', 'money']",absolute trash woke time server g datum internet steal work use work datum package trash send money
64,Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['galatooma'],bayeee galatooma kana caalati nu gammachisa
65,Good !,positive,0.875,Commercial Bank of Ethiopia,['Other'],['good'],good
66,i like it,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],like
67,Very nice app,positive,0.78,Commercial Bank of Ethiopia,['Other'],"['nice', 'app']",nice app
68,the app is not functional this week.,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['functional', 'week']",app functional week
69,very updated bank,positive,0.2,Commercial Bank of Ethiopia,['Other'],['bank'],update bank
70,tankyu,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],tankyu
71,Numbers 2 and 3 don't write during pin verification.,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['number', 'write', 'pin', 'verification']",number write pin verification
72,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",positive,0.08181818181818182,Commercial Bank of Ethiopia,"['Account Access Issues', 'Customer Support']","['uninstalled', 'need', 'visit', 'nearby', 'bank', 'ask', 'new', 'card', 'buy', 'new', 'sim', 'card', 'new', 'sim', 'card', 'reach', 'service', 'provider', 'authentication', 'arrive', 'system', 'work', 'come', 'tomorrow']",uninstalled need visit nearby bank ask new sim card buy new sim card new sim card reach service provider say authentication pin arrive system work come tomorrow
73,loved it,positive,0.7,Commercial Bank of Ethiopia,['Other'],['love'],love
74,this app is not working on my phone,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['app', 'work', 'phone']",app work phone
75,CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,positive,0.2,Commercial Bank of Ethiopia,['Transaction Performance'],"['need', 'transaction', 'fee', 'transaction', 'confirm', 'big', 'issue', 'fee', 'long', 'insignificant']",cbe need transaction fee transaction confirm big issue fee long insignificant
76,"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",neutral,-0.03666666666666665,Commercial Bank of Ethiopia,['Feature Requests'],"['recent', 'update', 'unable', 'download', 'receipt', 'account', 'holder', 'transact', 'important', 'fix', 'asap']",recent update unable download receipt name account holder previously transact important fix asap
77,mobile banking broblem,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['mobile', 'banking', 'broblem']",mobile banking broblem
78,good job,positive,0.7,Commercial Bank of Ethiopia,['Other'],"['good', 'job']",good job
79,it is a good and clear apps to use,positive,0.39999999999999997,Commercial Bank of Ethiopia,['Other'],"['good', 'clear', 'app', 'use']",good clear app use
80,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['ያደረጋችሁት'],ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር ብር ሲተላለፍ ብር እንዲቆርጥ ያደረጋችሁት
81,I love this app b/c every option in the app very clear and supportive.,positive,0.37666666666666665,Commercial Bank of Ethiopia,['Feature Requests'],"['option', 'app', 'clear', 'supportive']",love app b c option app clear supportive
82,niiceh,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],niiceh
83,the app is good but their is no dark mode you have to add it,positive,0.38749999999999996,Commercial Bank of Ethiopia,['Feature Requests'],"['app', 'good', 'dark', 'mode', 'add']",app good dark mode add
84,abdulakim abrahim elemoo,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['elemoo'],abdulakim abrahim elemoo
85,strong,positive,0.4333333333333333,Commercial Bank of Ethiopia,['Other'],['strong'],strong
86,Abebaw Zenebe,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],abebaw zenebe
87,good I love it keep it up but if we had a new update that will be fire Soo good,positive,0.509090909090909,Commercial Bank of Ethiopia,['Feature Requests'],"['good', 'love', 'new', 'update', 'fire', 'soo', 'good']",good love new update fire soo good
88,Active and granted system,negative,-0.13333333333333333,Commercial Bank of Ethiopia,['Other'],"['active', 'grant', 'system']",active grant system
89,fast app,positive,0.2,Commercial Bank of Ethiopia,['Other'],"['fast', 'app']",fast app
90,cool 😎,positive,0.35,Commercial Bank of Ethiopia,['Other'],['cool'],cool
91,Galaxy A10s,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['galaxy'],galaxy
92,the best apps,positive,1.0,Commercial Bank of Ethiopia,['Other'],"['good', 'app']",good app
93,arif app new,positive,0.13636363636363635,Commercial Bank of Ethiopia,['Other'],[],arif app new
94,laga Bari biranch,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['biranch'],laga bari biranch
95,I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['improve', 'time', 'money', 'return', 'day']",like suggest improve time take money return day
96,Attractive,positive,0.8,Commercial Bank of Ethiopia,['Other'],['attractive'],attractive
97,mite,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],mite
98,useful,positive,0.3,Commercial Bank of Ethiopia,['Other'],['useful'],useful
99,"not good, not bad!",neutral,0.043749999999999956,Commercial Bank of Ethiopia,['Other'],['bad'],good bad
100,very good,positive,0.9099999999999999,Commercial Bank of Ethiopia,['Other'],['good'],good
101,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['እጅግ', 'በጣም', 'አስቀያሚ', 'ያልሰራበትን', 'ተዘረፍን', 'የአገልግሎት', 'ማስከፈል', 'ብያቸዋልሁ']",እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ
102,imp,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['imp'],imp
103,super fast app,positive,0.26666666666666666,Commercial Bank of Ethiopia,['Other'],"['super', 'fast', 'app']",super fast app
104,"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",positive,0.16018518518518515,Commercial Bank of Ethiopia,"['Account Access Issues', 'Transaction Performance', 'User Interface & Experience', 'Feature Requests']","['app', 'nice', 'design', 'useful', 'feature', 'balance', 'check', 'transfer', 'unstable', 'fail', 'connect', 'force', 'user', 'turn', 'developer', 'option', 'unnecessary', 'banking', 'app', 'work', 'fine', 'people', 'use', 'developer', 'mode', 'normal', 'reason', 'fix', 'performance', 'issue', 'remove', 'restriction', 'add', 'biometric', 'login', 'security', 'convenience']",app nice design useful feature like balance check transfer unstable fail connect force user turn developer options unnecessary banking app work fine people use developer mode normal reason fix performance issue remove restriction add biometric login well security convenience
105,"it says ""ti is work any more in your device"" what can i do??",positive,0.5,Commercial Bank of Ethiopia,['Other'],"['work', 'device']",say ti work device
106,blah blah blah,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],blah blah blah
107,bad ግዴታ መሆንሁ,negative,-0.6999999999999998,Commercial Bank of Ethiopia,['Other'],"['bad', 'መሆንሁ']",bad ግዴታ መሆንሁ
108,CBE no.1,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],cbe
109,"it's not work correctly when it's needed sometimes, but it works sometimes though",neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['work', 'need', 'work']",work correctly need work
110,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,positive,0.2533333333333333,Commercial Bank of Ethiopia,['Feature Requests'],"['easy', 'use', 'secure', 'previous', 'love', 'appreciate', 'commercial', 'bank', 'time', 'update']",easy use secured previous love appreciate commercial bank ethiopia time update
111,gooof,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],gooof
112,"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",neutral,-0.038888888888888896,Commercial Bank of Ethiopia,['Other'],"['cbe', 'application', 'stop', 'work', 'callcenter', 'tell', 'expire', 'vist', 'branch', 'fix', 'fill', 'form', 'sit', 'wait', 'finish', 'fix', 'customer', 'case', 'arrive', 'turn', 'come', 'mobile', 'banking', 'atm', 'card', 'case', 'finish', 'leave', 'work']",suddenly cbe application stop work call callcenter tell expire vist branch fix go cbe silassie branch fill form give sit wait finish fix customer case arrive turn ppl come mobile banking atm card case finish leave work
113,still not perfect like before,negative,-0.5,Commercial Bank of Ethiopia,['Other'],['perfect'],perfect like
114,This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,negative,-0.07500000000000001,Commercial Bank of Ethiopia,"['Transaction Performance', 'Feature Requests']","['dash', 'board', 'disturb', 'traxation', 'balance', 'display', 'option', 'dashboard', 'think', 'risk']",app dash board disturb show traxation balance display option dashboard think risk app
115,APPLIED,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['apply'],apply
116,10 years ago,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['year'],year ago
117,Asefa Obsa,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['obsa'],asefa obsa
118,it's good app,positive,0.7,Commercial Bank of Ethiopia,['Other'],"['good', 'app']",good app
119,very slow,negative,-0.39000000000000007,Commercial Bank of Ethiopia,['Transaction Performance'],['slow'],slow
120,berhan deriba wami,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],berhan deriba wami
121,mahamad Usman,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['mahamad', 'usman']",mahamad usman
122,Erako,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],erako
123,opne,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['opne'],opne
124,mehommd nuri,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['nuri'],mehommd nuri
125,providing very secure service.,positive,0.52,Commercial Bank of Ethiopia,['Customer Support'],"['provide', 'secure', 'service']",provide secure service
126,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['ሲያስተናግዱ', 'የላቸውም', 'ከጀመርኩ', 'መፍትህ']",apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም
127,RIYAD Mohammed Abaoli 92 527 2567,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['riyad'],riyad mohammed abaoli
128,it doesn't show bank statement and no options to see transactions for the past months.,negative,-0.25,Commercial Bank of Ethiopia,"['Transaction Performance', 'Feature Requests']","['bank', 'statement', 'option', 'transaction', 'month']",bank statement option transaction past month
129,Mamma Husen,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],mamma husen
130,3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,neutral,0.0,Commercial Bank of Ethiopia,"['Transaction Performance', 'User Interface & Experience']","['transaction', 'history', 'recent', 'button', 'remove', 'recent', 'activity', 'app', 'allow', 'client', 'view', 'transaction', 'recent']",star transaction history apart recent refresh button remove recent activity app allow client view transaction recent
131,exceptional application from others bank,positive,0.6666666666666666,Commercial Bank of Ethiopia,['Other'],"['exceptional', 'application', 'bank']",exceptional application bank
132,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",positive,0.08041666666666668,Commercial Bank of Ethiopia,['Other'],"['nice', 'suggestion', 'send', 'send', 'money', 'improve']",nice suggestion send cbe birr customer recipient befor actually send money improve
133,really good app,positive,0.7,Commercial Bank of Ethiopia,['Other'],"['good', 'app']",good app
134,smart bank CBE,positive,0.21428571428571427,Commercial Bank of Ethiopia,['Other'],[],smart bank cbe
135,Ali urgesa11,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],ali
136,it's good,positive,0.7,Commercial Bank of Ethiopia,['Other'],['good'],good
137,Good apps,positive,0.7,Commercial Bank of Ethiopia,['Other'],"['good', 'app']",good app
138,password በጣት አሻራ ቢኖረው መልካም ነበር,neutral,0.0,Commercial Bank of Ethiopia,['Account Access Issues'],"['password', 'በጣት', 'ነበር']",password በጣት አሻራ ቢኖረው መልካም ነበር
139,best app i ever seen,positive,1.0,Commercial Bank of Ethiopia,['Other'],"['good', 'app']",good app see
140,it's game changing in financial system,negative,-0.2,Commercial Bank of Ethiopia,['Other'],"['game', 'change', 'financial', 'system']",game change financial system
141,"z,MKT 20_._!8+⅓⅕😘r",neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['z', 'r']",z mkt r
142,will good updating,positive,0.7,Commercial Bank of Ethiopia,['Feature Requests'],"['good', 'update']",good update
143,"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",negative,-0.35,Commercial Bank of Ethiopia,['Customer Support'],"['service', 'charge', 'vat', 'fee', 'wanna', 'fair']",service charge vat fee wanna fair
144,why removing screenshot feature why?,neutral,0.0,Commercial Bank of Ethiopia,['Feature Requests'],"['remove', 'screenshot', 'feature']",remove screenshot feature
145,very good application! thank you all who participate!,positive,1.0,Commercial Bank of Ethiopia,['Other'],"['good', 'application', 'participate']",good application thank participate
146,application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,positive,0.6066666666666667,Commercial Bank of Ethiopia,['Other'],"['commercial', 'happy', 'able', 'appear', 'great', 'job', 'pleasant', 'job']",application bank commercial ethiopia happy able appear great job pleasant job
147,user compatible app!,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['user'],user compatible app
148,"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",positive,0.6,Commercial Bank of Ethiopia,['Account Access Issues'],"['try', 'access', 'app', 'android', 'phone', 'work', 'improve']",try access app android phone work kindly try improve
149,what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,positive,0.45,Commercial Bank of Ethiopia,['Other'],"['amazing', 'app', 'know', 'simplify', 'life', 'thank', 'proud']",amazing app know simplify life thank cbe proud
150,Our Commercial Bank of Ethiopia is Good !,positive,0.4375,Commercial Bank of Ethiopia,['Other'],"['bank', 'good']",commercial bank ethiopia good
151,Asledin Ibsa,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['ibsa'],asledin ibsa
152,terrible when showing history of transaction it shows in disorganised way,negative,-1.0,Commercial Bank of Ethiopia,['Transaction Performance'],"['terrible', 'history', 'transaction', 'disorganise', 'way']",terrible show history transaction show disorganised way
153,my bank,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],bank
154,Data,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],datum
155,"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",neutral,-0.027777777777777773,Commercial Bank of Ethiopia,['Other'],"['face', 'problem', 'app', 'problem', 'log', 'inter', 'pin', 'work', 'sync', 'work', 'fine', 'day', 'enter', 'pin', 'change', 'pin', 'digit', 'pin', 'allow', 'change', 'solve', 'problem', 'app']",lately face problem app problem log inter pin work say sync work fine day ago say enter pin change pin digit pin allow change solve problem app
156,excellent app with lots of features,positive,1.0,Commercial Bank of Ethiopia,['Feature Requests'],"['excellent', 'app', 'lot', 'feature']",excellent app lot feature
157,very good 👍 mobile banking,positive,0.9099999999999999,Commercial Bank of Ethiopia,['Other'],"['good', 'mobile', 'banking']",good mobile banking
158,so special,positive,0.35714285714285715,Commercial Bank of Ethiopia,['Other'],['special'],special
159,wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['esimirt', 'niho', 'yitnehew']",wiiy ewdihiliw esimirt niho yitnehew metgeyot
160,woow cbe,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],woow cbe
161,cbe the best bank app,positive,1.0,Commercial Bank of Ethiopia,['Other'],[],cbe good bank app
162,This App CBE bank it's Simple and Smart I Like it.,positive,0.10714285714285714,Commercial Bank of Ethiopia,['Other'],"['simple', 'smart']",app cbe bank simple smart like
163,Rijalufaris,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],rijalufaris
164,its Best app But i hate the Repeatedly update request,positive,0.09999999999999998,Commercial Bank of Ethiopia,['Feature Requests'],"['good', 'app', 'hate', 'update', 'request']",best app hate repeatedly update request
165,imoo,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['imoo'],imoo
