reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,bank
c69f051a-00f8-4144-8423-b7ebcd328d2d,Mohammed Abrahim,https://play-lh.googleusercontent.com/a-/ALV-UjWvUcqHMGonhu_ZADGTQ3lITogd-R5KeMnbZc-AMzwhGSi1nIqF,The app makes our life easier. Thank you CBE!,5,0,5.2.1,2025-11-27 18:00:06,,,5.2.1,Commercial Bank of Ethiopia
d2995fb9-63c6-4bfc-8d3c-93a0ee9dba8f,Sulxaan Huseen,https://play-lh.googleusercontent.com/a-/ALV-UjUn6OWvdOuEKeCEUTTk3lYdd98VtyUNYKJZoXExKxf-olzF1xk,this app very bad 👎,1,0,,2025-11-27 16:28:10,,,,Commercial Bank of Ethiopia
f8002d06-b5c5-4ed1-9d51-a9a379304cf8,Sayid Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjXETAzhZ1H5LRd1OSR0u3kkmrjiNz3FOlGp4g3qYb_9HM-ujD86,the most advanced app. but how to stay safe?,5,0,4.4.0,2025-11-27 10:03:41,,,4.4.0,Commercial Bank of Ethiopia
81000db5-aa51-467e-826c-fc96160e96a8,Hiwot Gebrie,https://play-lh.googleusercontent.com/a/ACg8ocKs64rLYXzM7-VTN8nZiV8DXLFrJPuWdJ_H8TbjMSLNn0q1Mg=mo,Good application,4,0,,2025-11-27 08:59:12,,,,Commercial Bank of Ethiopia
3d88a334-958c-4717-9f97-c5d46359e054,samson getachew,https://play-lh.googleusercontent.com/a/ACg8ocJDMKv7EiWnAOJx8FpNzKcdS_HMbBEpF7Pxei6v2XIbeknN5Q=mo,It is nice app,5,1,5.2.1,2025-11-26 12:03:18,,,5.2.1,Commercial Bank of Ethiopia
99d376ea-4824-4af9-a093-27360acc3a5c,Nejbadin Ali,https://play-lh.googleusercontent.com/a-/ALV-UjWk_FZtA8YkJFxaRkJQsS818vYnUYvuXawvLm94a8ERhj2yQyI,best,5,0,5.2.1,2025-11-25 20:27:20,,,5.2.1,Commercial Bank of Ethiopia
f1861daf-a1ed-407a-9e7c-295edbb3877d,Amman Mom,https://play-lh.googleusercontent.com/a/ACg8ocI4lCLNQ-wXaBPFGBXzHvN6LWR0060dg3i0jwokma9JHFIoDA=mo,good app,5,0,5.2.1,2025-11-25 18:10:35,,,5.2.1,Commercial Bank of Ethiopia
fd178fb7-7026-4d02-98a0-5c86c3bd56f5,Nuredin Adem,https://play-lh.googleusercontent.com/a/ACg8ocKEpiMnnk19AwUzNLbVwiU9o91bjVCzfz9sJ3D0-wfrgfrU-Q=mo,"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,0,5.2.1,2025-11-25 17:14:22,,,5.2.1,Commercial Bank of Ethiopia
3a75b79a-002f-4fc2-b6f0-dd8d187e8663,Abdirizakmoalin Shiine,https://play-lh.googleusercontent.com/a-/ALV-UjWwFEUEaNP8ePfY1mJyZFGTxogbfLCTWY9rSF-r4yLpcTDFLE0,thanks blc this app help me to use all time,5,0,5.2.1,2025-11-24 14:36:07,,,5.2.1,Commercial Bank of Ethiopia
6518498e-441c-407d-b546-35a12a98645a,Sancho Kume,https://play-lh.googleusercontent.com/a-/ALV-UjWgeFted31oLydqD4ngahJuKkauHE3XU-0eGAhF7efFV7sVi-Q,good,5,0,,2025-11-24 11:54:09,,,,Commercial Bank of Ethiopia
f2f0cff2-6181-4a3a-926f-5b3491ca4cf8,CodeCrafter,https://play-lh.googleusercontent.com/a-/ALV-UjW9-Ph6-k_lDDuaPEecFLPZIqpslS4xLHX_z1ZyA3sKWG04D1Qb,why we can't send money to other people telebirr wallets??,1,0,5.2.1,2025-11-24 08:44:51,,,5.2.1,Commercial Bank of Ethiopia
00b0b11a-7698-4ce2-8d6e-e6166ee2a39b,mame 4242,https://play-lh.googleusercontent.com/a/ACg8ocJEq1Wcg0z2upMfrCOYcZlFIRSa5X22QMOBNvSwlzsWcjNH8w=mo,አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,0,,2025-11-23 23:12:04,,,,Commercial Bank of Ethiopia
ad22eeae-dc82-4954-983c-472a262ddc6a,Aschalew Yirga,https://play-lh.googleusercontent.com/a-/ALV-UjXc1A-4GbH1iLU7l0gKjXjSprjKQphMfsui3hO7ihDEjZhIVrch,በጣም ቀላልና ምቹ ነው።,5,0,5.2.1,2025-11-23 20:22:11,,,5.2.1,Commercial Bank of Ethiopia
ad9f4094-ff79-4353-a8b0-d00cfba75ed5,Yidnekachew Yeshitla,https://play-lh.googleusercontent.com/a-/ALV-UjVpduMP9VDoepTNaUUMmnwrqVIbeDrAbTyOnndblDc0YDJQgcg,wow,5,1,5.2.1,2025-11-23 15:30:09,,,5.2.1,Commercial Bank of Ethiopia
07a6da77-35b8-4ea4-8138-90770842ff0e,melese addisu,https://play-lh.googleusercontent.com/a-/ALV-UjXsLrQZXLGJeecxXt_8dAuI7QPi27ToJSWqqpzsu6YMz6NdhsYL,good,5,0,5.2.1,2025-11-23 10:13:39,,,5.2.1,Commercial Bank of Ethiopia
cd144ce6-efeb-41c2-8247-e57a64bb0181,Mifta Wegi,https://play-lh.googleusercontent.com/a-/ALV-UjXnHFiuKyY2WtLY_2SR2DavCmN9TPQ8R9hycHk3aO170bdatKFy,nice,5,0,5.2.1,2025-11-22 20:27:39,,,5.2.1,Commercial Bank of Ethiopia
8d4577a0-0e73-4113-9479-5764db25dcb7,Anwar Ibrahim,https://play-lh.googleusercontent.com/a-/ALV-UjWxXFhHsz_PgfocjhOjondKo_6qSF4vNJstY68x-lO8OY6WZr9m,you are the reason why i got ye chogara himem,1,0,5.2.1,2025-11-22 13:33:11,,,5.2.1,Commercial Bank of Ethiopia
f077c10c-a958-4812-a779-1077c52fbf45,MAREGU DEACON,https://play-lh.googleusercontent.com/a/ACg8ocLHcEsdr8_lFnZapNTl1yrR9h869j6CWWg-dex1Jxk2xwrV3Q=mo,it is so smart app i recommend it for everyone,5,0,,2025-11-22 11:51:00,,,,Commercial Bank of Ethiopia
efddfaa5-0542-45ef-80ae-8183cf70bdb0,Abdulkadir Salih,https://play-lh.googleusercontent.com/a/ACg8ocLE7TB5zM7FWGWL_cvHQ8vKXgMyMEz50Di9fPjQs4KCQPreAQ=mo,excellent,5,0,,2025-11-22 11:34:12,,,,Commercial Bank of Ethiopia
3a277a8e-a6b2-4dac-adb4-8fb592d1c859,Tahir Abdella,https://play-lh.googleusercontent.com/a-/ALV-UjUmUsK7VNq-M-JGl7Ib6nLwRUrUXwu6NddFPHqVCFERvex1C9g,good,5,0,5.2.1,2025-11-21 22:11:35,,,5.2.1,Commercial Bank of Ethiopia
2c2a42d8-dad4-4935-bc1b-e5960c9a6e33,Dagem Mesfin / ዳግም የመስፍን ልጅ,https://play-lh.googleusercontent.com/a-/ALV-UjUcD51HOhAxOBktkUpnwrPPh98sF-n7DwZwxWm8kaRMKTDe7lJI,ዳጊ,5,0,5.2.1,2025-11-21 19:55:17,,,5.2.1,Commercial Bank of Ethiopia
83111490-271d-4491-9b82-8d8ddf3afb26,Ilove Somali,https://play-lh.googleusercontent.com/a-/ALV-UjVNsdf7cvdMDVXIuipKVmCHajnNTtSHfQqRyrR9O6tSX51XAKo8,absolutely right,5,0,5.2.1,2025-11-21 18:45:37,,,5.2.1,Commercial Bank of Ethiopia
f2bad133-c6ea-4fd5-bc97-1e3fbba1c2c9,Awol Moh,https://play-lh.googleusercontent.com/a/ACg8ocI9sBCOYlwNK3eWsDmLEpdmAk4YkRPwJrVx2AOmnzU5n4MJTg=mo,good app,5,0,5.2.1,2025-11-21 18:07:17,,,5.2.1,Commercial Bank of Ethiopia
6e1b6127-57b8-44a9-ab08-cdf7e0782c7d,Black “Thunder”,https://play-lh.googleusercontent.com/a-/ALV-UjVymSqyUKdHeCJyfyJeBDAF3ETTyZomS1hq_E7elzc0GBIBeVpB,mid application it's so annoying,3,1,5.2.1,2025-11-20 18:58:06,,,5.2.1,Commercial Bank of Ethiopia
d4184dff-ee60-4895-846f-13872d75735a,Damiro Gurmesa,https://play-lh.googleusercontent.com/a/ACg8ocIosrKd6Jlik1cN45SD8E_pbZ5r5zzXNHa3-VrsubRCk7UbPg=mo,I used morethan one year,4,0,5.2.1,2025-11-20 17:52:03,,,5.2.1,Commercial Bank of Ethiopia
807ff291-9236-45ca-8c37-3028ef08f388,Mahlet Musa,https://play-lh.googleusercontent.com/a/ACg8ocKRWg3gtG8i10osrM6wgo8kMh-5c9Jw-i2OIjyIsJk3djuiMA=mo,no word can explane about this app it is nice 👍👍👍👍👍,5,0,5.2.1,2025-11-20 16:15:18,,,5.2.1,Commercial Bank of Ethiopia
afc51143-03ed-4129-b47b-fd1eaad21b07,Kaleb Koyamo,https://play-lh.googleusercontent.com/a-/ALV-UjV8dUmN4_Is2fK7mWPiOAEJkLFlXUlL5xryCazwBgUzh3qQ5vA,"It's great app,I love this app",5,0,5.2.1,2025-11-20 11:37:22,,,5.2.1,Commercial Bank of Ethiopia
ad11fbc9-52cc-48f3-adc4-d348a5194089,Sahane Ibrahim,https://play-lh.googleusercontent.com/a/ACg8ocJ6bgdXfjTeJJJZfSkwObt7fyI6LOjS29Hj4RKNYHLGSDK3Ww=mo,Nice,5,0,5.2.1,2025-11-19 23:42:22,,,5.2.1,Commercial Bank of Ethiopia
942e6ee2-44c6-45f8-b978-01e9b62d001f,Ebenezer Tesfaye,https://play-lh.googleusercontent.com/a/ACg8ocJntVCPFIqVZPmowotuGPJyU2Y4S0a69A9OGnV9KxRdGOzIIg=mo,suckkkks,1,0,5.2.1,2025-11-19 19:20:20,,,5.2.1,Commercial Bank of Ethiopia
9b9850c0-7914-49c8-a51c-7265775accfe,chuchu besrat,https://play-lh.googleusercontent.com/a-/ALV-UjUgyumR_dmtyH20ZTRqC1hHjKAd9uRy5BDeTgtlAqC-XU01WHU,not allowing to transfer and showing current statement updates.,1,0,5.2.1,2025-11-19 18:51:36,,,5.2.1,Commercial Bank of Ethiopia
9094dfc5-ed8d-4ab9-8605-0f5681a5ee8e,Anawaar Haadii,https://play-lh.googleusercontent.com/a-/ALV-UjXeyzC-ZDcUqooCrHu1qB3MhdrOKhCufSqc8q3dm53CwjfY_f4,I love you this app,5,0,5.2.1,2025-11-19 10:09:34,,,5.2.1,Commercial Bank of Ethiopia
3c30aa12-7f92-49c8-8986-69ed8b81f79f,Ejigu Ukumo,https://play-lh.googleusercontent.com/a-/ALV-UjWzsCL0lUMDqjHZg-j9r4dmw0I-2ZecadD6hjcaMPtbkNq9QtTpBg,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,0,5.2.1,2025-11-19 08:28:14,,,5.2.1,Commercial Bank of Ethiopia
48d2b2a8-40ea-47bc-b524-322d0d7bf7e4,kalkidan lema,https://play-lh.googleusercontent.com/a-/ALV-UjVEErcMytLj20YwUOsDw_MW8S6SHo6YGKCsYJdoL6KTsHHMHLU,make life easy,5,0,5.2.1,2025-11-19 08:02:38,,,5.2.1,Commercial Bank of Ethiopia
b9b4ccbb-9d0b-4d61-b7b5-90f5d83b3838,Obsa,https://play-lh.googleusercontent.com/a/ACg8ocIkR25OAT_GJV78GGv6YGYvq1kDFbnkeSAhukWkN5HGx-zJrA=mo,securr,5,0,5.2.1,2025-11-19 05:55:07,,,5.2.1,Commercial Bank of Ethiopia
b81fb6db-71c3-4009-9324-fe187120823c,Wesenu Ashetu,https://play-lh.googleusercontent.com/a-/ALV-UjXYjnjPNvtZ03dVgqJ0woBLkUflgCTPwG33nFNdw46aVKFE058B,My most optional bank,5,0,5.2.1,2025-11-17 18:08:01,,,5.2.1,Commercial Bank of Ethiopia
370d336c-0c66-4ea8-a043-d044d4560101,Mahammad Ahamad,https://play-lh.googleusercontent.com/a/ACg8ocIFDo7rPi39dRECYUW7_TF0TpuMMBb1W3eeTNew0KUiNGyLmQ=mo,5 star,5,0,5.2.1,2025-11-17 00:43:29,,,5.2.1,Commercial Bank of Ethiopia
9b4043ef-a80d-4e57-bbad-1b2784dc4c45,Tesfaye Tolosa,https://play-lh.googleusercontent.com/a/ACg8ocK3X4qg_pGZyAiV5PmRWD8otFw3qEhprtem-G28EujEIFFGcA=mo,it is fantastic app.,5,0,5.2.1,2025-11-16 13:14:03,,,5.2.1,Commercial Bank of Ethiopia
c384e116-009b-4ff7-85fc-5d0f10f68cda,Temam Kelil,https://play-lh.googleusercontent.com/a-/ALV-UjU26hyKeVOO-Pgzew57sPp8jzaXAtFjt1CaFT2WKn4L418hX-72,excellent,5,0,5.2.1,2025-11-16 11:17:05,,,5.2.1,Commercial Bank of Ethiopia
3f06e0e7-cb06-42f1-b61c-2bd59d7713af,sifii Abute,https://play-lh.googleusercontent.com/a/ACg8ocK9ZKM1rq6n9Aa-x8WCfE257MlhHANWWFiyK1_i7KnuMPAqew=mo,sifen,5,0,5.2.1,2025-11-16 09:52:58,,,5.2.1,Commercial Bank of Ethiopia
4f5a3389-5bda-4229-a5d3-4b749fc05764,Umer Muktar,https://play-lh.googleusercontent.com/a/ACg8ocIJ17pwbT9PRwD-f6r2Ds-aUxKxpESBgHoL5FckacVQiMnkJQ=mo,i like this√,4,0,5.2.1,2025-11-16 09:04:39,,,5.2.1,Commercial Bank of Ethiopia
58bd2807-7583-4142-bd14-75e98e1dcda3,A/hamed Geleto,https://play-lh.googleusercontent.com/a/ACg8ocKos5NBZnzqcGRbc87WEiqwRwfVhppbP9Y762FFz7ZceC3pIg=mo,Ok,3,0,,2025-11-16 03:50:12,,,,Commercial Bank of Ethiopia
7a9182e8-718b-4529-a7f3-aadaf46f1493,Aman_Tech28,https://play-lh.googleusercontent.com/a-/ALV-UjVQZ-opf9kqX_oOMFBTuoNZNa8Wo16I4F6B_9DtKR92p4_F_8qd,ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,0,,2025-11-15 22:07:10,,,,Commercial Bank of Ethiopia
a9d5aab4-636f-4392-8bc6-ccad890de66e,leul asrat,https://play-lh.googleusercontent.com/a-/ALV-UjWbF4HMpHaAkFaCko1K-3YchfAkOAerWeU8QJyTSxPPLyGJN9socw,"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,17,5.2.1,2025-11-15 21:51:01,,,5.2.1,Commercial Bank of Ethiopia
a18b512c-7431-4903-9cc3-1002cf449cff,Erk Wendmu,https://play-lh.googleusercontent.com/a/ACg8ocJOPB_E9VZbKDcs-x6x-q678OfwahJxdlEx-tb0qsbGQlOQ6w=mo,Like,5,0,5.2.1,2025-11-13 17:38:49,,,5.2.1,Commercial Bank of Ethiopia
7bdc58ea-d854-4b9c-9748-642bada48ecd,Menasie Hailu,https://play-lh.googleusercontent.com/a-/ALV-UjWqEZ5IILKi89wGUz_iWW7Vac1F9uO5PNXsGWBTngmTe0y1E-m3,Nice and very useful app i like it!,5,1,5.2.1,2025-11-13 13:21:35,,,5.2.1,Commercial Bank of Ethiopia
dde272da-1847-40d2-98c4-dcb5e19e7eac,United Xonso,https://play-lh.googleusercontent.com/a/ACg8ocJdG_yZRW9E58Hbd0b-7oqRL0lAutBeyTi-d9s-xuY-03XQ4w=mo,good,5,0,5.2.1,2025-11-13 07:49:44,,,5.2.1,Commercial Bank of Ethiopia
96f98a42-ec49-4dbf-b37d-216f6770a700,Zewudu Birahanu Mune Jarso,https://play-lh.googleusercontent.com/a/ACg8ocI5a6oAU1B_tyKwLwQuBP0Obwm7QESaHvVbmQgARu5vk9LnNGU=mo,Good,5,0,5.2.1,2025-11-13 07:27:48,,,5.2.1,Commercial Bank of Ethiopia
490c7067-5296-4df0-902e-67a6707a1506,Gudu kassa,https://play-lh.googleusercontent.com/a-/ALV-UjXu82JGFM-reJXHNdah07Bqoh27GtjO6j1A20R3WtBXBkmapAw,Good,5,0,5.2.1,2025-11-13 07:17:55,,,5.2.1,Commercial Bank of Ethiopia
1315ef77-540f-4b87-9b6a-7868f1a343e0,mohamed sirej (ላ ተህዘን),https://play-lh.googleusercontent.com/a/ACg8ocLzaEb_eQ_MwSUz7hHglLYdikLA8Uy11hx0pZise4xwJg9spA=mo,smart app,4,0,5.2.1,2025-11-12 21:17:20,,,5.2.1,Commercial Bank of Ethiopia
82c43412-9579-4b3c-b17e-702aef388e16,Gebire Gelasewu,https://play-lh.googleusercontent.com/a/ACg8ocLeXYNJ8jKwIEz5PV7Opfo7U8gxvlwSjziQTuy93YlzxjuPaw=mo,good App,5,0,5.2.1,2025-11-12 19:14:34,,,5.2.1,Commercial Bank of Ethiopia
34d6492b-f6e7-42ed-851a-348ab215c36a,Addisu Adinew,https://play-lh.googleusercontent.com/a-/ALV-UjVCcOprZwR4Ha9xOl2ApsuIHkNT5JjobD2Tmv5sN6ObSne4sHV8,sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,0,5.2.1,2025-11-12 14:53:10,,,5.2.1,Commercial Bank of Ethiopia
cd12a5ee-2573-44e9-81ea-de8118bb8fa2,Eman Abay,https://play-lh.googleusercontent.com/a/ACg8ocJdPctSHyoWqOpj3dcwbNdFRWSgVZn50jUNLwPQwyGIuZ1X9Q=mo,ok,5,0,5.2.1,2025-11-11 19:07:32,,,5.2.1,Commercial Bank of Ethiopia
b4a45bdc-60cc-4355-92f7-9291f8c59ee5,Eshetu Brihanu,https://play-lh.googleusercontent.com/a/ACg8ocKeJoFNrUvJu9QNiBtWgcl1lHCYp8uoUZGuRZ-ZdpNv56ZAGA=mo,cbe is my choice,4,0,5.2.1,2025-11-11 17:32:56,,,5.2.1,Commercial Bank of Ethiopia
f7a289b4-7031-4d28-abb6-8b292f52241e,Abu Ikhlas,https://play-lh.googleusercontent.com/a/ACg8ocJ2tEkB2xwPx7hQ3W7YLNt3NPDYiFwatEeLntNtfRWtg2ZsIDc=mo,Awesome,5,0,5.2.1,2025-11-11 16:02:57,,,5.2.1,Commercial Bank of Ethiopia
60963970-3671-488b-8810-3b3edaddf571,tesgez,https://play-lh.googleusercontent.com/a-/ALV-UjUR7Yh0DoOPFQJIIz1h2ZMldeRE3-OcJJF4tbgODChV_cqyeyRd,I am not able to transfer. The app is not responding,1,0,5.2.1,2025-11-11 14:36:29,,,5.2.1,Commercial Bank of Ethiopia
e9c4773a-03ec-4623-9c97-32370e43cc66,Rahma Sherefedin Kheyreallalh,https://play-lh.googleusercontent.com/a-/ALV-UjXcg9G8H4wsYVzJCcFxu8h58sZQiowvxYAK5QPUTqnbzQkJRqPZ,Very convenient App,5,0,5.2.1,2025-11-11 08:44:13,,,5.2.1,Commercial Bank of Ethiopia
8b783bea-df08-43e8-915f-c459fb841a11,John,https://play-lh.googleusercontent.com/a/ACg8ocKvB1iRR0QRd9LhyVCDVDq4-7E3yipvhqvpSIoPsF0ZtIAQ6A=mo,excellent but sometimes can not connect,5,1,5.2.1,2025-11-10 23:20:32,,,5.2.1,Commercial Bank of Ethiopia
5623e102-0f25-4444-96f2-9e4f96e6994b,Saed Mu,https://play-lh.googleusercontent.com/a-/ALV-UjXpdjzXcjSrU9dIYR4IjEuJ9AkKrsFvj5KLzF8_kt-3HulhJo2M,good app,5,0,5.2.1,2025-11-10 21:55:20,,,5.2.1,Commercial Bank of Ethiopia
8c0c3699-3b4d-4b4c-bf9b-cf6f34d7e617,Senait Woldu,https://play-lh.googleusercontent.com/a-/ALV-UjV-5mqA2jFQEf9A4RmmqzIrHt6eOmT4lP_Qa4XHgGxBf7Abp7g,wow apk,5,0,5.2.1,2025-11-10 21:06:46,,,5.2.1,Commercial Bank of Ethiopia
95c51b5c-93b3-40dc-b10d-7ea07b503570,Hussen Argaw,https://play-lh.googleusercontent.com/a-/ALV-UjVUMVvzTWZX-Sv7Gx_YYW2bn51uCkyvliWSpxy5SdCAaQPswMJ7,best 100 %,5,0,5.2.1,2025-11-10 18:51:57,,,5.2.1,Commercial Bank of Ethiopia
57e7e490-7e00-49b4-85ce-02df5c180255,Linda Yod,https://play-lh.googleusercontent.com/a-/ALV-UjUGQlYvoufoqif-W_ThLCAAdOs1A7kmUfGtjzgOMxVazVsyLWc,bad app,1,0,5.2.1,2025-11-10 17:32:37,,,5.2.1,Commercial Bank of Ethiopia
511966b6-2575-4189-b96d-62b0af2bb5ba,Alem Molla,https://play-lh.googleusercontent.com/a/ACg8ocLrLwi-kYtA34bHzYOaWgXCyyurG4utGK1Yes4AhNb7LtEr8A=mo,best app,5,0,5.2.1,2025-11-10 17:12:36,,,5.2.1,Commercial Bank of Ethiopia
4a33e0ac-be2f-4da7-a573-5b66581b15d9,Muha,https://play-lh.googleusercontent.com/a/ACg8ocI-hUw_J5BaqKvzx8R7ALBLWd4Yi1Ibt0_7UtxQ2oHL3iFr2A=mo,wow,5,0,5.2.1,2025-11-10 15:46:49,,,5.2.1,Commercial Bank of Ethiopia
6cc81f72-bf2d-4406-bd58-d2b16058b713,Tadesse Zewdu,https://play-lh.googleusercontent.com/a/ACg8ocJ9WKmdVEaohHTmceg_Uczp8UW2gvVjrpL3yeKJQr_yqasUbg=mo,nice app,5,0,5.2.1,2025-11-10 14:45:31,,,5.2.1,Commercial Bank of Ethiopia
19466a41-ca52-4cb0-a343-a6db9296cef7,Saba Kiyyaa,https://play-lh.googleusercontent.com/a-/ALV-UjX1H69wjELUQGN1pVUFsergqIm0Q_4Bk7BhzIe9mFpbBPETS5U,bad app,4,0,,2025-11-10 14:13:45,,,,Commercial Bank of Ethiopia
6e59b9f4-f3f4-4481-8cea-cf0e7d58e220,Jabez Alelign,https://play-lh.googleusercontent.com/a/ACg8ocKdON_Z6-OybCs0mIf-DWc-F2Rg6fOXybMMofvYufanZ-IM-A=mo,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,0,5.2.1,2025-11-10 13:21:30,,,5.2.1,Commercial Bank of Ethiopia
ef00529e-94ab-4df9-a7e0-2bee0d213f49,Nani Tesfaye,https://play-lh.googleusercontent.com/a/ACg8ocL3kw5pMoW7UFi8cIUSXkHrwD4jCMxwUjqKT-JPj9Mv3mkVPA=mo,I can't access it properly I think it needs update,1,0,5.2.1,2025-11-10 12:55:40,,,5.2.1,Commercial Bank of Ethiopia
906a1d95-30d1-47ca-bbe9-8fb33460c535,Seid Hasen,https://play-lh.googleusercontent.com/a/ACg8ocJJuRAc6zJdY16vvKInUkmWh8RmlN-itEt8ncdGue5SEr7Ofg=mo,👌👌,5,0,5.2.1,2025-11-10 12:20:01,,,5.2.1,Commercial Bank of Ethiopia
e9425647-f1d3-4f35-87e5-e8984ba5cce4,Kedir,https://play-lh.googleusercontent.com/a-/ALV-UjWGxze1sa6USu7c2tWDHmWpH5sEbgsiJUtvV3x6SKuK6_8O23oT,best 👌,5,0,5.2.1,2025-11-10 11:30:06,,,5.2.1,Commercial Bank of Ethiopia
8a6f01b8-04dd-4c38-9148-1e46f828cc3d,gere assefa,https://play-lh.googleusercontent.com/a-/ALV-UjVGP4URLagVwYBuE_K3OK4z21P3N4e7z0kKrM0Jm5S45ZaZ6JyB,good,4,0,5.2.1,2025-11-10 11:26:05,,,5.2.1,Commercial Bank of Ethiopia
f23eb6ac-a9fb-4df1-95c3-9441fb34d0dd,Tilahun Ayele,https://play-lh.googleusercontent.com/a-/ALV-UjX3WUswgFi2uKLSyOa4sp8TdZ3igHKAhIOTkqgNbTjCy9Z6rb5_,not Refresh,2,0,5.2.1,2025-11-10 10:00:09,,,5.2.1,Commercial Bank of Ethiopia
22a15e60-01d4-4c7d-8405-fc4daf00de55,Muhammad Ali,https://play-lh.googleusercontent.com/a/ACg8ocJMRz7VWlI2H4OdUUvHjPMNruUcnxfgi0dtqNhf3A-pb2yWQA=mo,your statement is not used as wanted,1,0,,2025-11-10 07:08:16,,,,Commercial Bank of Ethiopia
